"veh_value","exposure","veh_body","veh_age","gender","area","agecat"
5.236,0.0027378508,"STNWG","1","F","C","4"
1.11,0.2327173169,"HBACK","3","F","C","5"
1.77,0.2217659138,"SEDAN","2","M","B","4"
1.399,0.3778234086,"HBACK","1","F","A","4"
0.26,0.5776865161,"HBACK","4","F","C","4"
1.71,0.5995893224,"SEDAN","1","M","C","1"
0.55,0.3668720055,"SEDAN","4","F","E","3"
1.96,0.4900752909,"SEDAN","1","F","B","4"
0.87,0.7282683094,"HBACK","3","M","C","1"
2.17,0.8049281314,"SEDAN","2","F","E","3"
1.28,0.7091033539,"COUPE","3","M","C","3"
2.32,0.3367556468,"SEDAN","1","M","C","5"
1.35,0.9993155373,"STNWG","4","F","D","3"
1.64,0.7118412047,"STNWG","3","F","C","3"
3.77,0.5448323066,"SEDAN","1","F","A","2"
2.89,0.8761122519,"STNWG","2","M","B","3"
0.87,0.0355920602,"HBACK","3","M","A","4"
0.73,0.6926762491,"SEDAN","4","M","C","4"
1.399,0.34770705,"HBACK","1","F","C","4"
3.01,0.0109514031,"SEDAN","1","M","E","4"
1.32,0.2655715263,"STNWG","4","M","F","3"
2.11,0.925393566,"SEDAN","1","F","B","4"
3.199,0.681724846,"STNWG","1","M","C","4"
1.03,0.4380561259,"SEDAN","3","M","B","3"
1.23,0.3887748118,"UTE","3","M","C","3"
0.58,0.6269678302,"SEDAN","4","F","D","6"
0.41,0.3613963039,"HBACK","4","F","A","5"
3.75,0.9117043121,"SEDAN","1","M","C","5"
2.71,0.7994524298,"STNWG","3","M","C","1"
4.9,0.1259411362,"SEDAN","1","F","A","5"
4.149,0.1177275838,"UTE","1","F","D","1"
1.43,0.3641341547,"HBACK","2","F","C","3"
2.27,0.6844626968,"UTE","3","M","D","1"
1.13,0.5284052019,"SEDAN","4","M","B","2"
4.53,0.8898015058,"TRUCK","1","M","C","2"
2.19,0.9993155373,"TRUCK","4","M","F","4"
2.47,0.5284052019,"SEDAN","2","M","B","3"
1.38,0.7063655031,"HBACK","2","F","A","3"
1.3,0.9993155373,"PANVN","4","F","D","5"
1.23,0.0574948665,"HBACK","2","M","B","4"
2.02,0.2409308693,"SEDAN","1","M","B","4"
2.93,0.3887748118,"SEDAN","1","M","B","1"
1.15,0.6844626968,"STNWG","3","M","A","6"
1.51,0.7802874743,"SEDAN","3","F","B","1"
1.65,0.4490075291,"SEDAN","2","F","B","1"
1.65,0.0985626283,"HBACK","3","M","A","4"
4.31,0.0246406571,"STNWG","1","F","A","2"
0.68,0.3394934976,"HBACK","3","M","C","2"
1.83,0.3285420945,"SEDAN","2","M","B","3"
1.2,0.7446954141,"HBACK","2","F","A","6"
1.6,0.9445585216,"STNWG","4","F","F","4"
1.08,0.8706365503,"SEDAN","3","F","C","2"
1.549,0.9993155373,"HBACK","1","F","B","4"
1.82,0.0739219713,"HBACK","1","F","C","5"
2.17,0.7501711157,"SEDAN","2","M","B","3"
0.78,0.8240930869,"STNWG","4","M","A","4"
1.02,0.1943874059,"SEDAN","3","F","B","2"
1.36,0.0246406571,"SEDAN","2","F","B","3"
2.52,0.6269678302,"SEDAN","1","M","F","2"
0.78,0.9089664613,"HBACK","4","M","C","2"
3.43,0.3997262149,"STNWG","3","F","A","3"
4.26,0.9609856263,"STNWG","2","M","F","3"
0.98,0.6707734428,"SEDAN","3","M","A","4"
1.85,0.1861738535,"STNWG","3","F","C","4"
1.33,0.1861738535,"HBACK","3","F","B","1"
1.83,0.1943874059,"SEDAN","1","M","B","5"
0.89,0.8240930869,"STNWG","4","M","B","2"
0.96,0.7337440109,"HBACK","3","F","A","4"
1.8,0.6105407255,"SEDAN","2","F","C","2"
1.72,0.1697467488,"MIBUS","4","M","C","3"
4,0.7255304586,"STNWG","2","F","D","4"
0.43,0.4599589322,"HBACK","4","F","B","4"
0.82,0.1368925394,"SEDAN","3","F","C","2"
1.03,0.1916495551,"SEDAN","3","F","C","5"
0.78,0.205338809,"HBACK","3","F","D","5"
0.9,0.0821355236,"HBACK","3","M","A","4"
3.4,0.5749486653,"UTE","1","M","E","1"
1.14,0.9062286105,"UTE","4","M","C","4"
1.77,0.8377823409,"STNWG","4","F","A","3"
0.84,0.1423682409,"HBACK","3","F","A","4"
1.75,0.3778234086,"HBACK","2","F","A","2"
0.98,0.4134154689,"SEDAN","3","M","C","2"
1.44,0.1697467488,"HBACK","1","F","B","1"
1.58,0.1341546886,"HBACK","2","F","B","3"
1.18,0.1177275838,"HBACK","1","M","A","4"
0.39,0.9746748802,"HBACK","4","F","A","3"
1.59,0.3504449008,"SEDAN","1","F","A","3"
5.633,0.5366187543,"STNWG","1","M","E","4"
5.06,0.4845995893,"STNWG","1","F","D","4"
1.86,0.9719370294,"HBACK","2","F","C","3"
2.5,0.4271047228,"HDTOP","3","M","C","4"
0.45,0.93908282,"STNWG","4","F","A","3"
2.29,0.3422313484,"SEDAN","2","F","C","3"
0.48,0.6872005476,"HBACK","4","F","C","4"
3.38,0.2108145106,"UTE","1","F","C","2"
1.26,0.0547570157,"STNWG","3","M","A","6"
2.66,0.8678986995,"STNWG","2","M","D","5"
2.81,0.34770705,"STNWG","1","F","A","6"
4.12,0.8733744011,"TRUCK","2","F","D","4"
1.22,0.1752224504,"HBACK","3","M","A","5"
2.61,0.0164271047,"STNWG","1","M","F","4"
1.76,0.9637234771,"HBACK","2","F","C","5"
4.39,0.8925393566,"STNWG","2","F","F","1"
1.71,0.7310061602,"SEDAN","2","F","A","5"
1.48,0.5639972621,"HBACK","2","F","F","1"
0.41,0.0438056126,"SEDAN","4","F","B","6"
1.19,0.8788501027,"HBACK","2","F","B","2"
0.82,0.1752224504,"HBACK","4","M","C","4"
0.8,0.8788501027,"HBACK","3","F","A","1"
1.83,0.1779603012,"HBACK","1","F","C","2"
0.92,0.5448323066,"SEDAN","3","F","B","2"
2.69,0.9883641342,"UTE","1","F","F","2"
1.82,0.2162902122,"SEDAN","2","M","C","4"
1.28,0.9171800137,"STNWG","4","M","C","5"
2.07,0.1122518823,"UTE","3","M","C","1"
1.11,0.1095140315,"HBACK","3","F","C","2"
3.52,0.7638603696,"STNWG","3","M","A","3"
1.22,0.0273785079,"SEDAN","3","M","D","3"
1.59,0.3422313484,"SEDAN","3","M","B","2"
0.82,0.3367556468,"SEDAN","4","F","D","6"
3.65,0.629705681,"STNWG","2","F","F","1"
0.82,0.8076659822,"HBACK","4","F","A","2"
1.9,0.5065023956,"SEDAN","1","F","B","4"
1.89,0.6954140999,"HBACK","3","F","B","4"
1.28,0.0273785079,"HBACK","3","F","A","4"
1.27,0.9500342231,"HBACK","2","F","C","1"
0.92,0.2792607803,"HBACK","3","M","D","4"
1.75,0.887063655,"SEDAN","2","F","B","5"
1.65,0.2436687201,"TRUCK","4","M","E","6"
1.38,0.4818617385,"UTE","3","F","F","3"
1.41,0.9993155373,"SEDAN","2","F","A","6"
1.76,0.0355920602,"SEDAN","1","F","B","4"
2.17,0.6023271732,"STNWG","3","M","F","2"
2.71,0.5284052019,"STNWG","3","M","E","2"
0.94,0.476386037,"STNWG","4","F","D","3"
1.42,0.9308692676,"UTE","3","M","B","3"
3.22,0.3312799452,"STNWG","3","F","B","4"
0.91,0.2108145106,"STNWG","3","F","A","4"
3.35,0.1451060917,"UTE","2","M","F","4"
1.01,0.5092402464,"SEDAN","3","M","A","2"
0.76,0.7501711157,"STNWG","4","M","E","2"
1.33,0.8240930869,"SEDAN","3","F","E","4"
1.71,0.1396303901,"HBACK","2","F","C","6"
1.29,0.1314168378,"SEDAN","3","M","C","3"
1.19,0.219028063,"STNWG","4","M","B","3"
1.85,0.1587953457,"SEDAN","2","F","C","2"
4.14,0.3832991102,"STNWG","2","M","E","5"
0.99,0.3942505133,"HBACK","2","F","A","2"
1.22,0.1259411362,"STNWG","4","M","C","1"
1.97,0.3668720055,"SEDAN","2","M","B","3"
0.5,0.4325804244,"SEDAN","4","F","C","2"
1.59,0.1451060917,"SEDAN","3","M","C","6"
1.47,0.8569472964,"COUPE","4","M","B","3"
0.53,0.6187542779,"HBACK","4","M","A","4"
2.44,0.4709103354,"STNWG","2","M","F","2"
1.16,0.9746748802,"SEDAN","3","F","A","1"
1.84,0.6269678302,"SEDAN","2","M","E","6"
0.93,0.8843258042,"HBACK","3","M","D","3"
6.359,0.9117043121,"STNWG","1","F","C","3"
2.06,0.5722108145,"SEDAN","2","M","C","5"
0.7,0.8158795346,"SEDAN","4","F","E","3"
1.5,0.7912388775,"HDTOP","3","F","B","1"
1.38,0.3805612594,"UTE","2","M","D","5"
0.67,0.2217659138,"SEDAN","4","F","B","4"
0.46,0.8542094456,"TRUCK","4","M","C","5"
1.82,0.4955509925,"STNWG","3","M","A","4"
2.03,0.1806981519,"MIBUS","4","M","B","5"
3.32,0.1533196441,"STNWG","2","F","C","3"
0.37,0.8131416838,"HBACK","4","F","A","5"
1.31,0.8788501027,"HBACK","2","F","C","5"
4.53,0.5229295003,"HDTOP","1","M","C","5"
0.78,0.9336071184,"STNWG","4","F","B","3"
4.71,0.1013004791,"STNWG","1","M","F","2"
0.72,0.9363449692,"HBACK","4","M","C","1"
0.93,0.887063655,"HBACK","3","M","E","4"
2.25,0.643394935,"UTE","3","M","D","4"
1.17,0.6844626968,"STNWG","4","F","C","3"
2.76,0.977412731,"STNWG","1","F","F","3"
1.96,0.5859000684,"SEDAN","1","M","E","4"
3.77,0.1095140315,"STNWG","2","M","C","5"
0.79,0.5092402464,"HBACK","3","F","C","5"
1.26,0.7748117728,"HBACK","1","F","C","4"
1.18,0.3832991102,"STNWG","4","M","B","4"
0.81,0.887063655,"UTE","4","M","B","2"
0.8,0.2354551677,"HBACK","4","F","C","6"
1.72,0.681724846,"HBACK","2","F","C","3"
5.98,0.4982888433,"STNWG","1","F","A","3"
1.57,0.6351813826,"SEDAN","2","F","E","4"
1.07,0.3367556468,"SEDAN","3","F","C","2"
2.86,0.4161533196,"HDTOP","3","M","D","6"
1.13,0.4736481862,"SEDAN","3","F","C","4"
3.32,0.2710472279,"STNWG","2","M","C","4"
1.74,0.1642710472,"HBACK","2","F","B","3"
2.58,0.9828884326,"STNWG","3","M","B","3"
3.51,0.0876112252,"HDTOP","2","M","E","2"
3.99,0.9199178645,"STNWG","1","M","B","3"
2.42,0.629705681,"SEDAN","1","F","C","4"
1.78,0.8651608487,"HBACK","2","F","C","6"
2.79,0.4407939767,"STNWG","1","F","A","5"
0.46,0.514715948,"HBACK","4","F","C","2"
2.12,0.5256673511,"SEDAN","2","F","C","4"
1.05,0.6105407255,"SEDAN","4","F","C","2"
0.94,0.3504449008,"UTE","4","M","D","6"
2.21,0.0739219713,"SEDAN","1","F","C","5"
1.65,0.6954140999,"STNWG","4","M","F","1"
1.8353,0.9691991786,"HBACK","1","M","D","5"
2.29,0.4161533196,"SEDAN","1","F","C","3"
2.84,0.2108145106,"STNWG","3","M","F","2"
3.36,0.3559206023,"STNWG","2","F","A","1"
0.39,0.5065023956,"SEDAN","4","F","C","4"
0.4,0.5338809035,"SEDAN","4","F","D","6"
1.27,0.7173169062,"HBACK","2","F","D","4"
1.47,0.7638603696,"UTE","4","M","C","4"
2.08,0.0027378508,"UTE","3","M","C","2"
1.89,0.9828884326,"HBACK","2","F","A","1"
3.52,0.34770705,"STNWG","2","M","C","4"
1.68,0.257357974,"HBACK","1","F","C","4"
2.29,0.8898015058,"STNWG","3","F","E","2"
1.35,0.2683093771,"HBACK","1","F","C","2"
3.72,0.900752909,"STNWG","1","F","A","3"
1.04,0.0355920602,"SEDAN","4","F","A","4"
2.71,0.0027378508,"STNWG","3","F","C","1"
1.76,0.4845995893,"SEDAN","1","M","C","1"
1.79,0.6625598905,"UTE","4","M","F","4"
0.72,0.7036276523,"SEDAN","4","F","B","2"
2.23,0.2272416153,"SEDAN","1","F","C","4"
1.54,0.5311430527,"TRUCK","4","M","C","4"
1.99,0.6707734428,"PANVN","2","M","A","1"
1.85,0.8761122519,"HBACK","2","F","C","1"
0.28,0.8268309377,"HBACK","4","F","C","2"
0.86,0.4709103354,"HBACK","3","F","E","5"
2.85,0.6269678302,"STNWG","3","M","C","4"
1.07,0.2792607803,"SEDAN","3","F","D","2"
0.87,0.4271047228,"HBACK","3","M","C","2"
2.95,0.7802874743,"STNWG","3","M","F","2"
0.44,0.8733744011,"SEDAN","4","F","A","4"
1.98,0.3066392882,"SEDAN","3","F","A","3"
3.03,0.2929500342,"SEDAN","2","F","B","1"
1.16,0.5968514716,"SEDAN","3","F","C","5"
0.85,0.8925393566,"HBACK","3","F","A","3"
0.89,0.1642710472,"HBACK","3","F","C","1"
1.68,0.8158795346,"HBACK","3","F","A","6"
2.23,0.9911019849,"TRUCK","1","M","F","3"
0.38,0.7310061602,"SEDAN","4","F","C","4"
1.349,0.6324435318,"HBACK","1","F","C","4"
2.94,0.7994524298,"STNWG","3","M","A","4"
1.35,0.5694729637,"SEDAN","3","M","C","4"
1.31,0.0958247775,"TRUCK","4","F","E","5"
0.41,0.1122518823,"HBACK","4","M","A","2"
4.45,0.6954140999,"STNWG","1","M","E","4"
1.26,0.3367556468,"HBACK","2","F","B","3"
1.74,0.9883641342,"HBACK","2","M","A","3"
1.26,0.5557837098,"SEDAN","3","F","C","3"
2.85,0.1560574949,"STNWG","1","F","C","2"
1.67,0.9664613279,"SEDAN","3","M","C","5"
1.44,0.9993155373,"PANVN","3","M","B","3"
0.38,0.8049281314,"SEDAN","4","M","C","3"
1.24,0.6379192334,"HBACK","3","F","C","5"
3.399,0.6899383984,"STNWG","1","F","C","2"
1.95,0.7118412046,"STNWG","4","F","C","3"
1.84,0.605065024,"HBACK","2","M","D","5"
1.1,0.7145790554,"SEDAN","3","F","C","4"
1.81,0.1177275838,"HBACK","1","F","A","2"
0.89,0.3394934976,"HBACK","3","F","B","4"
1.54,0.9719370294,"TRUCK","4","F","E","1"
0.92,0.5941136208,"SEDAN","3","M","A","5"
0.92,0.4407939767,"SEDAN","3","F","B","2"
1.8,0.605065024,"SEDAN","2","F","D","2"
0.98,0.0492813142,"SEDAN","4","M","C","4"
1,0.2245037645,"HBACK","3","F","C","3"
2.87,0.5804243669,"STNWG","2","F","A","2"
2.05,0.2874743326,"SEDAN","2","F","A","3"
1.17,0.2765229295,"HBACK","2","M","C","4"
1.97,0.7912388775,"SEDAN","4","M","C","2"
1.64,0.2162902122,"HBACK","2","F","C","6"
0.62,0.2819986311,"TRUCK","4","F","C","3"
2.75,0.4462696783,"SEDAN","1","F","D","3"
1.54,0.334017796,"TRUCK","4","M","B","4"
3.28,0.4462696783,"STNWG","1","F","F","1"
1.49,0.4161533196,"HBACK","2","F","C","6"
1.71,0.4982888433,"SEDAN","2","M","A","5"
0.48,0.9226557153,"HBACK","4","M","C","5"
1.428,0.7310061602,"HBACK","1","M","B","3"
1.82,0.4517453799,"SEDAN","2","M","B","4"
1.44,0.3586584531,"HBACK","2","F","B","2"
1.13,0.1067761807,"HBACK","2","F","F","2"
1.74,0.4928131417,"STNWG","4","F","F","3"
2.77,0.3312799452,"STNWG","3","M","C","4"
1.8,0.7282683094,"SEDAN","2","M","C","6"
1.74,0.2819986311,"SEDAN","2","F","A","4"
1.41,0.772073922,"HBACK","1","F","D","1"
3.39,0.5941136208,"STNWG","3","M","E","3"
4.01,0.9117043121,"STNWG","1","F","F","5"
1.31,0.8624229979,"HBACK","2","M","C","5"
1.15,0.2847364819,"HDTOP","4","M","F","3"
2.78,0.7091033539,"STNWG","3","M","E","2"
0.74,0.6570841889,"HBACK","4","M","B","4"
3.28,0.5639972621,"UTE","2","M","F","1"
1.98,0.2737850787,"SEDAN","3","F","A","2"
1.24,0.34770705,"HBACK","1","F","D","3"
1.26,0.9993155373,"HBACK","2","F","C","5"
0.69,0.9993155373,"HBACK","4","F","D","3"
0.8,0.720054757,"HBACK","3","M","A","5"
1.14,0.1587953457,"SEDAN","2","F","C","2"
1.42,0.6242299795,"HBACK","1","F","C","4"
0.35,0.3559206023,"SEDAN","4","M","A","3"
1.22,0.1149897331,"SEDAN","3","F","C","3"
1.39,0.5448323066,"SEDAN","3","F","A","2"
1.39,0.810403833,"SEDAN","3","M","B","2"
3.94,0.4106776181,"STNWG","2","M","E","2"
1.3,0.9034907598,"SEDAN","3","F","A","6"
1.23,0.772073922,"HBACK","2","M","C","1"
0.43,0.7337440109,"HBACK","4","F","B","6"
2.32,0.295687885,"SEDAN","1","F","D","5"
3.1,0.9418206708,"STNWG","3","M","C","3"
0.48,0.2464065708,"SEDAN","4","M","A","5"
1.31,0.6844626968,"STNWG","4","F","A","5"
1.36,0.0985626283,"HBACK","1","F","B","1"
1.68,0.334017796,"HBACK","1","M","B","5"
1.8,0.7145790554,"SEDAN","2","F","A","4"
1.32,0.3531827515,"STNWG","4","M","D","4"
1.89,0.6187542779,"HBACK","1","M","C","2"
1.94,0.8186173853,"SEDAN","2","F","B","3"
1.51,0.6899383984,"MIBUS","4","F","C","3"
1.91,0.9856262834,"SEDAN","2","F","C","4"
2.02,0.1533196441,"SEDAN","2","F","A","5"
1.87,0.0301163587,"STNWG","4","M","E","3"
1.93,0.7008898015,"SEDAN","2","M","A","5"
0.9,0.8186173853,"HDTOP","4","M","E","4"
0.72,0.6652977413,"HBACK","4","F","C","5"
2.08,0.3230663929,"STNWG","1","M","E","2"
0.72,0.5229295003,"HBACK","3","F","B","3"
1.57,0.8596851472,"HBACK","2","F","B","2"
1.36,0.9965776865,"SEDAN","3","M","B","3"
1.71,0.7118412046,"HBACK","2","F","C","4"
0.8,0.9226557153,"HBACK","3","F","B","1"
5.27,0.3942505133,"STNWG","2","F","D","6"
1.19,0.6351813826,"STNWG","4","M","A","2"
0.79,0.7255304586,"SEDAN","3","F","C","3"
1.49,0.3258042437,"HBACK","3","F","B","1"
1.73,0.0054757016,"SEDAN","1","M","C","3"
1.36,0.59137577,"HBACK","2","F","C","6"
1.51,0.8815879534,"HBACK","3","F","B","3"
0.85,0.2108145106,"HBACK","3","M","C","6"
1.3,0.5612594114,"HBACK","2","F","C","2"
1.89,0.8076659822,"HBACK","1","F","D","5"
0.71,0.2108145106,"HBACK","3","F","F","4"
1.71,0.3258042437,"STNWG","3","F","E","1"
1.24,0.8843258042,"HBACK","2","M","C","4"
1.6,0.0547570157,"SEDAN","2","M","B","4"
1.13,0.4079397673,"STNWG","3","M","A","4"
3.59,0.7857631759,"STNWG","2","F","E","3"
0.85,0.8980150582,"HBACK","3","F","B","1"
1.22,0.8843258042,"HBACK","3","F","B","1"
1.96,0.8076659822,"COUPE","3","F","D","3"
0.5,0.7474332649,"HBACK","4","F","D","3"
1.6,0.5941136208,"SEDAN","1","M","C","5"
0.82,0.4106776181,"HBACK","3","F","A","3"
1.93,0.8952772074,"HBACK","2","F","A","1"
1.13,0.9965776865,"HBACK","3","F","B","3"
1.349,0.5941136208,"HBACK","1","F","B","4"
1.13,0.6132785763,"SEDAN","3","M","C","4"
0.41,0.0328542094,"UTE","4","M","A","3"
3.05,0.1259411362,"UTE","3","F","E","4"
3.21,0.6899383984,"STNWG","1","M","C","3"
1.95,0.5968514716,"STNWG","3","M","C","3"
1.95,0.2162902122,"HDTOP","2","M","B","2"
1.428,0.900752909,"HBACK","1","M","C","4"
0.38,0.9719370294,"SEDAN","4","M","D","5"
0.7,0.9308692676,"SEDAN","4","F","E","6"
2.598,0.9637234771,"HBACK","1","M","E","2"
1.38,0.681724846,"HBACK","2","M","A","4"
2.198,0.4681724846,"SEDAN","1","F","B","5"
4.15,0.681724846,"STNWG","2","F","C","4"
0.6,0.0492813142,"HBACK","4","F","B","4"
1.26,0.3668720055,"HBACK","2","F","A","1"
2.1,0.1697467488,"STNWG","2","F","A","3"
0.79,0.4982888433,"HBACK","3","F","C","4"
1.58,0.6707734428,"HBACK","3","F","C","2"
0.95,0.7419575633,"SEDAN","4","F","C","6"
2.43,0.2409308693,"SEDAN","1","F","A","3"
0.67,0.1834360027,"HBACK","3","F","B","6"
0.47,0.2792607803,"STNWG","4","M","A","6"
0.39,0.8268309377,"SEDAN","4","M","A","4"
2.17,0.8377823409,"SEDAN","3","F","C","5"
1.1,0.8432580424,"SEDAN","3","M","D","4"
2.09,0.7310061602,"SEDAN","2","M","A","3"
0.72,0.4791238877,"HBACK","3","M","B","3"
0.43,0.8678986995,"HBACK","4","F","D","2"
2.33,0.6050650239,"UTE","2","M","C","6"
1.66,0.2217659138,"UTE","4","M","C","2"
1.41,0.9746748802,"HBACK","2","F","D","6"
1.83,0.553045859,"SEDAN","1","F","D","5"
1.12,0.1697467488,"SEDAN","3","F","F","2"
1.86,0.2792607803,"SEDAN","2","M","C","2"
0.73,0.7912388775,"HBACK","3","M","C","4"
0.36,0.8733744011,"SEDAN","4","M","B","2"
2.79,0.9062286105,"SEDAN","1","M","B","6"
2.11,0.5092402464,"SEDAN","2","M","C","2"
1.73,0.681724846,"MIBUS","4","F","C","2"
1.85,0.9965776865,"SEDAN","1","M","B","4"
1.77,0.076659822,"SEDAN","2","F","A","3"
1.58,0.7748117728,"SEDAN","2","F","C","4"
3.19,0.3504449008,"STNWG","1","F","C","4"
3.549,0.9445585216,"STNWG","1","F","D","3"
1.38,0.7994524298,"SEDAN","2","F","A","1"
0.35,0.1560574949,"SEDAN","4","F","E","1"
2.45,0.4490075291,"STNWG","3","M","C","4"
4.65,0.501026694,"STNWG","1","M","D","2"
1.25,0.1204654346,"SEDAN","3","M","B","2"
1.14,0.3175906913,"SEDAN","3","F","B","3"
4.47,0.8459958932,"STNWG","1","M","E","2"
3.96,0.9883641342,"STNWG","2","M","F","3"
5.65,0.7885010267,"STNWG","2","F","A","4"
1.89,0.7337440109,"HBACK","1","F","C","5"
4,0.2491444216,"STNWG","3","M","F","1"
2.2,0.0739219713,"HBACK","1","M","B","2"
1.98,0.0191649555,"HBACK","1","M","B","4"
1.83,0.3121149897,"SEDAN","1","F","C","5"
0.83,0.2628336756,"SEDAN","4","F","E","3"
2.61,0.5174537988,"STNWG","3","M","A","5"
1.07,0.0547570157,"TRUCK","4","M","B","4"
0.5,0.9993155373,"PANVN","4","M","C","3"
0.71,0.7501711157,"HBACK","4","F","B","6"
4.05,0.0629705681,"UTE","1","F","F","1"
1.51,0.8843258042,"MIBUS","4","F","B","4"
1.19,0.9062286105,"HBACK","2","F","B","5"
2.77,0.9445585216,"SEDAN","2","F","A","4"
1.81,0.2518822724,"HBACK","2","F","A","5"
1.43,0.7310061602,"UTE","3","M","C","3"
1.57,0.8405201916,"HBACK","2","M","B","4"
1.399,0.9993155373,"HBACK","1","F","C","4"
1.46,0.2683093771,"SEDAN","3","F","B","3"
1.26,0.9226557153,"HBACK","2","F","C","5"
1.96,0.7638603696,"HBACK","3","F","A","4"
0.38,0.1478439425,"HBACK","4","F","D","4"
4.04,0.8295687885,"STNWG","2","F","C","4"
0.77,0.1368925394,"SEDAN","4","F","B","2"
1.2,0.6981519507,"SEDAN","4","F","A","3"
2.03,0.8459958932,"SEDAN","2","F","D","5"
0.44,0.7091033539,"SEDAN","4","M","B","4"
0.35,0.0876112252,"SEDAN","4","F","E","2"
1.28,0.1971252567,"HBACK","1","M","B","1"
1.35,0.6981519507,"SEDAN","3","F","B","4"
0.31,0.052019165,"SEDAN","4","M","C","1"
1.95,0.8323066393,"STNWG","4","M","D","5"
1.34,0.514715948,"SEDAN","2","F","D","4"
3.99,0.7939767283,"TRUCK","1","M","B","4"
1.51,0.9883641342,"SEDAN","3","F","B","2"
1.1,0.3121149897,"SEDAN","3","M","D","2"
1.12,0.4134154689,"UTE","3","M","C","3"
3.51,0.8295687885,"PANVN","2","M","C","4"
3.15,0.1697467488,"UTE","2","M","E","1"
1.5,0.5475701574,"SEDAN","3","F","C","4"
1.5,0.1697467488,"STNWG","4","F","E","4"
0.51,0.8815879535,"SEDAN","4","M","B","6"
1.26,0.9171800137,"HBACK","2","M","A","2"
0.64,0.1259411362,"HBACK","4","F","C","4"
0.78,0.8295687885,"HBACK","4","F","B","1"
1.71,0.5311430527,"SEDAN","2","F","B","4"
1.73,0.6488706365,"HBACK","2","F","B","2"
5.58,0.076659822,"SEDAN","2","M","C","5"
5.27,0.9171800137,"STNWG","1","M","A","1"
0.5,0.0191649555,"HBACK","4","M","B","3"
2.92,0.3942505133,"STNWG","3","F","A","5"
0.83,0.0684462697,"SEDAN","4","F","B","3"
2.89,0.0547570157,"STNWG","3","M","F","3"
1.34,0.1122518823,"UTE","3","M","D","1"
2.3,0.4900752909,"PANVN","2","M","C","1"
2.38,0.8295687885,"STNWG","3","F","B","3"
3.2,0.0246406571,"STNWG","2","M","C","5"
1.15,0.6598220397,"HBACK","4","M","A","2"
2.03,0.3504449008,"HBACK","2","F","B","3"
1.05,0.295687885,"HBACK","4","M","C","4"
1.57,0.7830253251,"SEDAN","2","F","F","3"
3.02,0.4599589322,"PANVN","2","F","C","4"
2.37,0.643394935,"MIBUS","3","M","C","3"
2.62,0.7337440109,"STNWG","2","M","A","4"
2.29,0.0164271047,"SEDAN","1","M","C","2"
2.12,0.5612594114,"STNWG","2","F","C","2"
0.77,0.0328542094,"COUPE","4","M","C","4"
1.749,0.9993155373,"HBACK","1","F","A","4"
1.74,0.7091033539,"HBACK","2","F","A","4"
4.67,0.6269678302,"STNWG","2","M","C","1"
1.39,0.0848733744,"HBACK","1","F","A","4"
2.06,0.9993155373,"SEDAN","1","F","B","2"
1.82,0.3203285421,"STNWG","4","M","D","4"
2.71,0.462696783,"STNWG","3","M","A","3"
1.89,0.7939767283,"SEDAN","3","M","C","5"
1.91,0.9746748802,"HBACK","2","F","C","4"
2.65,0.0958247775,"SEDAN","1","M","C","5"
0.71,0.605065024,"HBACK","4","F","C","3"
1.649,0.7173169062,"HBACK","1","F","B","6"
0.43,0.6351813826,"UTE","4","F","D","4"
2.8,0.8021902806,"TRUCK","3","F","A","1"
1.78,0.2628336756,"HBACK","2","M","A","1"
0.85,0.4271047228,"HBACK","3","F","A","3"
1.34,0.1861738535,"HBACK","1","F","C","1"
3.55,0.6570841889,"UTE","2","M","A","3"
0.38,0.7036276523,"SEDAN","4","M","B","3"
2.25,0.6406570842,"STNWG","2","F","A","5"
2.56,0.7857631759,"SEDAN","1","F","D","6"
1.46,0.6516084873,"UTE","4","F","F","2"
0.8,0.4709103354,"COUPE","4","M","D","2"
0.92,0.6078028747,"HBACK","3","F","C","5"
4.73,0.5256673511,"STNWG","1","M","E","2"
1.61,0.6351813826,"COUPE","4","F","C","3"
0.46,0.3832991102,"STNWG","4","M","A","4"
4.71,0.3641341547,"STNWG","1","F","F","2"
3.02,0.9527720739,"STNWG","3","M","C","4"
4.45,0.3312799452,"STNWG","2","F","E","2"
1.94,0.3750855578,"SEDAN","2","F","C","5"
1.34,0.5311430527,"SEDAN","3","F","B","4"
2.23,0.5393566051,"STNWG","4","M","A","2"
1.17,0.2245037645,"STNWG","4","M","E","1"
1.46,0.1095140315,"HBACK","2","M","C","4"
1.36,0.8678986995,"MIBUS","4","F","A","4"
1.52,0.6132785763,"SEDAN","2","F","D","5"
1.578,0.8843258042,"HBACK","1","F","B","4"
1.38,0.3148528405,"UTE","3","M","C","4"
1.66,0.8706365503,"SEDAN","2","M","B","5"
1.36,0.9034907598,"SEDAN","3","F","A","3"
1.38,0.3258042437,"HBACK","4","F","C","3"
4.349,0.1396303901,"UTE","1","M","E","3"
1.66,0.2546201232,"SEDAN","3","M","A","5"
3.07,0.7748117728,"TRUCK","2","M","B","6"
1.59,0.1505817933,"STNWG","4","M","A","3"
1.5,0.9472963723,"HBACK","2","F","C","2"
1.38,0.0876112252,"STNWG","3","M","A","4"
0.74,0.3394934976,"HBACK","4","M","A","4"
2.01,0.7036276523,"PANVN","2","M","A","1"
0.46,0.3613963039,"UTE","4","M","B","5"
