KIDS,AGE,INCOME,HOMEVAL,MARSTATUS,GENDER,EDUCATION,TRAVTIME,CARUSE,CARTYPE,CLMFREQ,MVRPTS,CARAGE,CLAIMFLAG
0,45,37405,173601,Yes,M,Lower,23,Commercial,Van,1,7,5,No
0,54,60115,188846,Yes,M,HighSchool,27,Commercial,Pickup,0,0,7,Yes
0,31,6068,56199,Yes,F,Lower,40,Private,SUV,0,0,1,No
0,48,54028,193941,Yes,F,Bachelors,46,Private,SUV,2,0,7,Yes
0,50,367030,885282,Yes,M,PhD,29,Private,Minivan,0,0,9,No
0,51,121900,392573,Yes,M,Masters,56,Private,Minivan,1,4,15,No
0,52,35681,0,No,F,HighSchool,28,Commercial,SUV,0,1,6,No
0,50,43445,149248,Yes,F,Bachelors,56,Private,SUV,0,1,11,No
0,38,37754,138823,Yes,F,HighSchool,47,Private,SUV,0,2,9,No
0,50,41656,165740,Yes,M,Lower,26,Private,Minivan,0,0,1,No
0,58,102904,0,No,M,Masters,47,Commercial,PanelTruck,2,0,18,Yes
0,30,37307,0,No,F,HighSchool,71,Private,Minivan,0,0,10,No
0,53,59270,189686,Yes,M,HighSchool,16,Private,Minivan,0,1,9,No
0,46,33870,164424,Yes,M,HighSchool,38,Commercial,Minivan,1,0,1,No
1,36,16950,0,No,M,Lower,34,Private,Pickup,0,1,4,No
0,41,69777,231278,Yes,F,Bachelors,25,Private,Minivan,0,4,10,Yes
0,55,34466,152288,No,F,HighSchool,32,Private,Minivan,0,1,1,No
0,42,55328,0,No,M,HighSchool,32,Commercial,Minivan,4,2,10,Yes
0,51,82886,237613,Yes,F,PhD,26,Private,SportsCar,2,3,17,No
0,47,5846,99468,Yes,F,HighSchool,10,Private,SUV,0,0,9,Yes
0,51,46502,148272,No,M,Bachelors,52,Private,Minivan,0,2,14,No
0,36,15927,130924,Yes,M,HighSchool,24,Commercial,Pickup,0,3,1,Yes
0,31,18903,93797,Yes,F,Lower,48,Private,Minivan,0,0,7,No
1,38,73677,0,No,F,Bachelors,61,Commercial,Minivan,0,0,10,No
0,46,23783,0,No,F,HighSchool,40,Private,SUV,0,0,8,No
0,32,68288,256646,Yes,F,PhD,25,Private,SportsCar,0,0,10,No
0,52,16253,0,No,M,Lower,40,Private,Pickup,2,3,7,No
0,58,129230,337720,Yes,M,Bachelors,21,Commercial,PanelTruck,1,2,1,No
0,45,55060,0,No,M,Lower,52,Commercial,PanelTruck,0,0,8,No
0,43,16398,108219,Yes,M,Lower,19,Private,Van,0,0,7,No
0,27,0,0,Yes,F,Lower,39,Commercial,SportsCar,3,7,4,No
1,41,59053,134169,Yes,F,HighSchool,36,Commercial,SUV,0,3,1,Yes
0,46,45372,236719,Yes,M,HighSchool,24,Commercial,PanelTruck,0,0,1,No
1,36,0,0,Yes,M,HighSchool,21,Commercial,Minivan,2,7,1,No
0,42,52988,176275,Yes,M,HighSchool,24,Commercial,Minivan,0,2,11,No
0,41,29541,204260,Yes,M,HighSchool,45,Private,Minivan,2,1,1,No
0,45,32394,0,No,F,HighSchool,33,Private,SUV,0,0,1,No
0,39,23756,0,No,F,Masters,52,Private,SportsCar,0,0,20,Yes
0,43,0,97754,No,M,HighSchool,22,Commercial,Pickup,0,0,1,No
0,42,64019,249488,Yes,F,PhD,38,Private,SportsCar,1,0,13,No
0,41,115516,325288,Yes,M,Masters,17,Private,Minivan,0,1,14,No
0,44,26821,171022,Yes,M,Bachelors,10,Commercial,Pickup,4,0,9,No
0,53,46573,164089,Yes,M,Bachelors,41,Commercial,PanelTruck,4,0,9,No
0,41,95076,0,No,F,Bachelors,21,Private,Minivan,0,0,8,No
1,36,118971,0,No,M,Bachelors,44,Commercial,PanelTruck,0,0,14,Yes
1,40,21411,0,No,M,Bachelors,28,Private,Minivan,0,1,7,No
0,43,0,55203,Yes,F,PhD,29,Private,Minivan,4,0,14,Yes
0,33,31675,159621,Yes,F,HighSchool,25,Commercial,SportsCar,1,6,1,Yes
0,33,28329,0,No,F,HighSchool,32,Private,SportsCar,0,0,11,Yes
0,30,18972,119932,No,M,Lower,29,Commercial,PanelTruck,2,4,6,No
0,41,47632,195979,Yes,F,HighSchool,51,Private,SUV,4,0,1,No
1,42,30871,151274,Yes,F,Lower,22,Private,SUV,1,0,6,No
2,37,47473,190556,Yes,M,HighSchool,37,Commercial,Pickup,2,3,8,No
0,48,47513,211621,No,F,HighSchool,5,Commercial,SportsCar,0,0,1,No
0,39,71345,259414,Yes,F,Bachelors,34,Commercial,Pickup,0,0,12,No
1,42,84505,235004,Yes,F,Masters,20,Private,SUV,2,9,11,No
0,48,52275,169104,Yes,M,Bachelors,57,Private,Minivan,1,3,6,Yes
0,39,77591,0,No,F,Bachelors,22,Commercial,SUV,2,4,11,Yes
0,55,0,0,No,F,PhD,36,Private,SUV,0,0,12,No
0,45,51113,204071,No,M,Bachelors,68,Commercial,Pickup,1,0,13,Yes
0,48,57906,191014,Yes,M,HighSchool,39,Commercial,Pickup,0,1,1,No
0,45,22335,0,No,M,Lower,30,Commercial,Pickup,1,5,5,No
0,41,82224,294513,Yes,M,Lower,44,Private,Minivan,3,1,5,No
0,47,21063,117381,Yes,F,Bachelors,42,Commercial,Pickup,2,1,6,Yes
0,47,0,71452,Yes,M,HighSchool,29,Private,Van,0,1,5,No
1,43,155446,0,No,F,PhD,8,Private,Minivan,0,0,15,No
0,39,40716,170076,Yes,F,HighSchool,9,Private,SUV,2,3,8,No
0,53,59375,244565,Yes,F,Bachelors,35,Private,SUV,0,3,12,No
0,41,153270,382564,Yes,F,Bachelors,12,Commercial,Minivan,0,0,6,No
0,56,37352,0,No,M,Masters,20,Private,Minivan,0,1,20,No
0,47,36234,151414,Yes,F,Bachelors,31,Commercial,SportsCar,0,3,5,No
0,38,0,0,Yes,F,Bachelors,53,Private,SUV,0,0,11,No
0,51,67452,0,No,F,HighSchool,58,Commercial,SportsCar,3,4,5,Yes
0,43,0,0,No,F,HighSchool,20,Private,SUV,0,1,6,No
0,51,50166,187297,No,M,HighSchool,32,Commercial,Pickup,3,0,1,No
0,48,37886,168597,Yes,M,Lower,37,Private,Minivan,2,0,1,No
0,45,20653,140294,Yes,F,Lower,24,Commercial,Pickup,0,0,6,Yes
0,21,40022,0,No,F,Bachelors,67,Private,SportsCar,0,0,1,Yes
0,41,0,105303,Yes,F,Masters,60,Private,SUV,0,0,19,No
0,47,78119,226596,Yes,M,Masters,25,Private,Minivan,0,0,18,No
0,49,70590,219205,Yes,M,Bachelors,28,Private,Minivan,0,3,13,No
0,54,0,81350,Yes,F,HighSchool,33,Private,Minivan,0,0,8,No
0,60,89504,239965,No,F,Masters,50,Private,SUV,2,5,19,No
0,40,8585,0,No,M,HighSchool,34,Commercial,Minivan,2,0,1,No
0,34,74356,233461,Yes,F,Bachelors,41,Private,SUV,2,8,13,No
0,30,29042,109832,Yes,M,HighSchool,32,Private,Pickup,1,1,4,No
0,43,40612,0,No,M,Masters,35,Commercial,Van,2,3,18,Yes
0,44,87072,234367,Yes,M,Bachelors,21,Private,Minivan,0,0,15,No
0,47,0,120276,No,F,Masters,33,Private,SUV,3,0,1,No
0,45,56351,219589,Yes,M,HighSchool,5,Commercial,Van,0,0,8,No
2,42,36463,184091,Yes,F,Lower,10,Commercial,SUV,0,5,9,Yes
0,42,67003,184719,No,M,Bachelors,11,Commercial,PanelTruck,0,0,1,No
1,41,10359,75321,Yes,F,Bachelors,42,Private,SUV,0,0,10,No
0,63,74426,0,No,F,PhD,11,Private,SUV,0,0,18,No
0,57,50397,0,No,M,PhD,29,Private,Minivan,0,1,12,No
0,56,42235,145837,Yes,F,HighSchool,40,Private,SportsCar,2,0,7,No
0,50,46045,191891,Yes,M,Bachelors,35,Commercial,Pickup,0,0,13,No
0,28,43910,179794,Yes,M,Lower,35,Commercial,PanelTruck,2,0,7,Yes
0,56,22881,174663,Yes,M,HighSchool,19,Commercial,Pickup,3,3,1,Yes
0,44,79899,0,No,F,Masters,25,Private,SportsCar,0,0,17,Yes
0,42,17574,83322,Yes,M,Masters,44,Private,Pickup,0,0,16,No
0,55,35916,151830,Yes,F,Bachelors,31,Commercial,SUV,1,6,5,Yes
1,40,72551,0,No,M,HighSchool,22,Commercial,Minivan,2,2,8,Yes
0,51,78283,262744,Yes,M,Bachelors,16,Private,Pickup,0,0,12,No
0,57,100985,280768,Yes,F,Masters,8,Private,SUV,3,2,15,No
0,53,69268,238236,Yes,M,Bachelors,31,Commercial,Minivan,1,1,12,No
0,46,34522,0,No,F,HighSchool,34,Commercial,Pickup,4,0,3,No
0,36,80256,235169,Yes,M,Bachelors,9,Commercial,Minivan,4,1,15,No
0,55,264481,657804,No,M,PhD,5,Commercial,PanelTruck,0,2,12,No
0,38,50104,241191,Yes,F,Masters,44,Private,SUV,2,5,12,Yes
0,55,41841,197511,Yes,M,Masters,46,Private,Minivan,0,1,1,No
0,51,134582,371127,Yes,M,Bachelors,41,Commercial,PanelTruck,0,1,14,Yes
0,46,59927,0,No,F,Masters,24,Commercial,Pickup,0,0,11,Yes
0,48,39837,170611,Yes,F,Lower,12,Private,SUV,0,0,1,No
0,40,57137,197882,Yes,F,Bachelors,24,Commercial,Minivan,0,0,9,No
0,35,47643,150050,Yes,F,HighSchool,34,Private,SUV,2,0,1,Yes
0,37,49340,191449,Yes,F,HighSchool,31,Commercial,SportsCar,0,0,1,No
0,48,0,0,Yes,F,HighSchool,47,Commercial,SUV,1,5,10,Yes
0,51,27030,148356,Yes,M,HighSchool,30,Private,Van,1,1,1,No
1,42,112205,311529,Yes,F,Bachelors,48,Commercial,Pickup,1,5,11,Yes
0,35,78163,170975,Yes,F,Bachelors,9,Commercial,Pickup,0,0,10,No
0,42,43301,163397,Yes,F,HighSchool,27,Commercial,SportsCar,3,8,1,Yes
0,44,64586,198774,Yes,M,Bachelors,24,Private,Minivan,0,0,1,No
3,36,60589,0,No,F,Bachelors,16,Private,SUV,0,2,7,Yes
0,28,70029,227430,Yes,F,Masters,52,Private,SUV,0,0,10,No
0,54,92261,282708,Yes,M,Bachelors,55,Private,Minivan,0,1,8,No
0,29,45828,149103,No,M,HighSchool,20,Commercial,Minivan,2,0,10,Yes
0,29,0,0,No,F,Lower,24,Private,SUV,1,3,7,No
0,37,31874,0,No,M,HighSchool,19,Private,Van,0,0,9,No
0,39,14677,0,No,M,Bachelors,44,Commercial,Pickup,0,0,9,Yes
0,46,36079,0,No,M,HighSchool,44,Private,Van,0,0,5,No
0,47,212572,525908,Yes,M,Masters,18,Commercial,PanelTruck,0,0,18,No
0,55,122070,335023,Yes,F,Masters,42,Private,SUV,2,3,13,Yes
0,52,0,0,Yes,M,Lower,29,Private,Minivan,0,1,5,No
0,39,37443,104380,Yes,M,HighSchool,45,Private,Minivan,0,4,11,No
0,41,67338,205470,Yes,F,Bachelors,6,Commercial,SUV,0,0,14,No
0,46,56849,0,No,M,HighSchool,53,Commercial,Pickup,2,2,1,No
0,59,28100,116034,Yes,F,HighSchool,71,Private,SUV,2,0,10,No
1,39,89362,243922,Yes,F,Bachelors,5,Commercial,SUV,0,5,10,Yes
0,44,116675,353981,Yes,F,Masters,24,Private,Minivan,0,5,11,No
1,40,126679,350077,Yes,M,HighSchool,16,Commercial,Minivan,0,0,1,No
0,50,21642,0,No,F,Lower,55,Private,SUV,0,0,5,No
0,39,48741,158683,Yes,M,Masters,31,Commercial,PanelTruck,2,1,21,No
0,38,10653,0,No,F,Lower,16,Private,SportsCar,0,3,1,Yes
2,44,111701,303430,Yes,F,Bachelors,32,Private,SportsCar,2,1,7,Yes
0,38,13337,106321,No,F,HighSchool,53,Private,SUV,0,0,1,Yes
0,44,0,69788,Yes,F,Bachelors,21,Private,Pickup,0,1,1,No
1,41,111014,298205,No,F,Masters,35,Private,SUV,2,6,17,Yes
2,43,98421,291316,Yes,M,Lower,16,Commercial,PanelTruck,0,6,1,Yes
0,59,71226,252722,Yes,M,Bachelors,10,Private,Minivan,3,5,11,No
0,45,21335,0,No,F,Lower,21,Private,SUV,1,10,1,Yes
0,32,19063,0,No,F,Lower,32,Private,SportsCar,3,6,3,Yes
0,48,106752,0,No,M,Bachelors,46,Private,Van,3,2,15,Yes
0,32,0,0,No,F,Lower,31,Private,SUV,0,0,1,No
0,45,36630,179158,Yes,F,HighSchool,34,Private,Minivan,0,0,11,No
0,42,55340,227741,Yes,M,HighSchool,44,Commercial,PanelTruck,1,5,1,Yes
0,47,18896,106991,No,M,Bachelors,14,Commercial,Minivan,1,2,8,No
1,41,32057,166326,Yes,F,HighSchool,20,Private,SUV,0,0,1,No
0,37,62409,217421,No,F,HighSchool,55,Commercial,SUV,0,1,1,No
0,52,84438,0,No,F,Masters,65,Private,Minivan,0,1,17,Yes
0,33,70235,194149,Yes,F,Lower,56,Private,SportsCar,0,0,6,No
0,53,154099,0,No,F,PhD,25,Commercial,Van,0,0,16,No
0,42,54427,0,No,F,Bachelors,29,Private,SportsCar,0,2,7,Yes
0,30,74725,0,No,M,Bachelors,38,Private,Pickup,5,4,10,No
0,47,62486,0,No,M,Bachelors,57,Commercial,Van,1,0,4,Yes
0,48,33422,170714,No,M,Bachelors,13,Commercial,Pickup,2,13,13,Yes
0,25,35714,0,No,M,Lower,25,Private,Minivan,3,6,1,Yes
0,52,56582,0,No,F,Lower,47,Private,SUV,2,1,6,Yes
0,41,107814,282778,No,M,Masters,44,Commercial,Van,0,0,17,No
0,47,183410,407959,Yes,M,Masters,44,Private,Minivan,0,2,17,No
0,53,32956,202231,Yes,F,HighSchool,57,Commercial,SUV,0,5,1,Yes
0,63,0,111129,Yes,F,PhD,33,Private,SportsCar,2,0,15,No
0,47,13637,126549,Yes,F,Masters,50,Private,SportsCar,1,1,16,Yes
1,44,61798,227814,Yes,M,HighSchool,20,Private,Van,1,3,10,No
0,41,18939,0,No,M,Lower,50,Private,Minivan,3,1,1,Yes
0,53,121708,356812,No,M,PhD,27,Private,Van,0,0,11,No
0,42,75856,273638,No,M,Bachelors,44,Commercial,Minivan,0,0,13,No
0,48,36225,153355,No,M,Masters,23,Private,Minivan,0,3,12,No
0,30,0,0,No,F,HighSchool,18,Private,SportsCar,0,0,7,No
0,47,68623,0,No,M,Bachelors,27,Private,SUV,2,0,10,No
1,42,156532,0,No,M,Bachelors,31,Commercial,Van,2,4,14,Yes
0,33,0,0,No,F,HighSchool,36,Private,SUV,0,1,12,No
0,35,103802,319590,Yes,F,PhD,30,Private,Pickup,0,0,17,No
2,43,71964,225292,Yes,F,HighSchool,57,Private,SUV,0,5,1,No
0,32,143195,346009,Yes,M,PhD,55,Commercial,PanelTruck,0,0,14,No
0,50,40681,192334,Yes,F,HighSchool,32,Private,SportsCar,3,1,10,Yes
0,48,43636,0,No,F,Bachelors,34,Private,SUV,3,5,14,No
0,41,19816,142622,Yes,M,Lower,37,Private,Minivan,0,0,5,No
0,44,105870,339220,Yes,F,Masters,22,Private,SUV,0,0,17,No
0,51,94587,258739,No,F,Bachelors,18,Private,SUV,0,2,7,No
0,41,16108,0,No,F,Bachelors,34,Commercial,SUV,1,0,9,Yes
0,57,70400,0,No,M,Bachelors,16,Commercial,PanelTruck,0,0,10,Yes
0,43,203511,501150,Yes,M,HighSchool,5,Commercial,PanelTruck,0,1,1,No
0,45,72245,241795,Yes,F,Bachelors,28,Private,SUV,0,2,11,No
0,39,49423,0,No,F,HighSchool,53,Private,Minivan,0,0,12,No
0,45,20850,129556,Yes,F,HighSchool,48,Commercial,SUV,0,1,1,No
0,45,55272,212774,Yes,M,Lower,19,Private,Minivan,0,2,1,No
0,48,6505,0,No,M,Bachelors,21,Private,Minivan,0,0,11,No
0,33,40095,167208,Yes,F,HighSchool,48,Private,SportsCar,4,6,1,No
0,59,46087,180425,Yes,F,Bachelors,18,Commercial,Minivan,1,4,1,Yes
3,37,6857,86075,No,F,HighSchool,35,Private,SUV,1,1,7,No
0,44,67730,242148,Yes,F,Lower,44,Private,Pickup,0,1,1,No
0,52,161741,427283,Yes,M,PhD,37,Commercial,Pickup,0,0,11,No
0,44,107278,283673,Yes,F,HighSchool,35,Commercial,Minivan,0,1,1,No
1,44,63215,202136,Yes,F,Bachelors,9,Private,SUV,1,5,10,Yes
3,42,0,0,Yes,M,HighSchool,47,Commercial,Pickup,0,1,11,Yes
0,45,78796,236707,Yes,M,Masters,24,Private,Minivan,0,0,15,No
0,51,103745,0,No,F,Bachelors,20,Commercial,Minivan,2,0,10,No
0,62,0,0,Yes,F,Lower,39,Private,SportsCar,0,0,6,No
0,57,0,125266,Yes,F,PhD,5,Commercial,Pickup,0,2,8,No
0,50,62626,0,No,F,HighSchool,36,Commercial,SUV,0,1,10,No
0,51,120824,0,No,F,PhD,30,Private,Minivan,0,2,21,No
0,31,26112,117229,Yes,F,Lower,58,Private,SUV,0,0,5,Yes
0,52,174993,0,No,M,PhD,40,Commercial,PanelTruck,0,1,12,No
0,45,49957,191130,No,M,Bachelors,22,Commercial,Van,0,1,2,Yes
0,27,78197,229920,Yes,F,Masters,12,Private,Pickup,0,0,12,No
0,46,165373,0,No,M,Masters,32,Commercial,Van,2,0,20,No
0,24,21455,0,No,M,Bachelors,8,Private,Pickup,3,6,5,Yes
0,40,54417,192028,No,M,HighSchool,57,Private,Minivan,0,2,7,No
0,59,137279,349652,Yes,F,Masters,59,Private,SUV,3,3,19,No
0,52,189038,0,No,F,PhD,32,Commercial,Pickup,3,0,12,No
0,50,92028,0,No,M,Masters,40,Private,Minivan,3,7,18,No
0,58,84376,279277,Yes,M,Masters,30,Commercial,PanelTruck,3,7,12,Yes
0,36,167971,441721,Yes,M,Bachelors,33,Private,Pickup,1,0,13,Yes
0,39,24609,95505,No,F,Lower,68,Private,SportsCar,3,4,6,Yes
0,63,55530,227405,Yes,F,Masters,43,Private,SportsCar,0,0,17,No
0,52,123426,361688,Yes,M,Bachelors,35,Commercial,PanelTruck,0,0,12,No
0,52,29264,0,No,M,PhD,19,Private,Minivan,0,2,20,No
0,57,93870,302628,Yes,M,Masters,16,Private,Van,0,0,14,No
2,47,45023,204371,Yes,F,HighSchool,27,Commercial,Pickup,0,1,7,No
0,38,62177,178852,Yes,M,HighSchool,34,Private,Minivan,0,0,8,Yes
1,45,111560,0,No,M,Masters,28,Commercial,Pickup,2,4,8,Yes
0,55,63376,225111,Yes,F,Bachelors,25,Commercial,SUV,0,0,14,No
0,36,22362,126267,No,F,HighSchool,34,Private,SUV,1,5,1,Yes
0,55,109258,359318,Yes,F,Bachelors,17,Commercial,SUV,0,0,8,No
0,42,80054,0,No,F,HighSchool,5,Private,SUV,0,1,10,No
0,34,28719,0,No,F,HighSchool,15,Commercial,SUV,0,0,7,Yes
0,39,77125,210840,Yes,F,Bachelors,49,Private,SportsCar,0,1,13,No
0,58,49128,160194,Yes,M,HighSchool,48,Private,Minivan,0,2,1,No
0,48,80522,244552,Yes,F,Bachelors,16,Private,SUV,0,2,1,No
0,55,86268,274362,Yes,M,Bachelors,48,Commercial,PanelTruck,2,0,12,Yes
0,38,97608,239022,Yes,M,Bachelors,81,Commercial,Van,3,0,6,No
0,53,18635,119212,Yes,M,Lower,14,Private,Minivan,3,5,1,No
0,43,137117,313152,Yes,M,Masters,25,Commercial,PanelTruck,0,5,13,No
0,42,109098,268393,Yes,F,HighSchool,44,Commercial,SUV,2,0,4,No
0,35,71379,0,No,M,Bachelors,34,Commercial,Van,2,3,9,Yes
0,37,12455,0,No,F,Lower,26,Private,SUV,0,1,1,No
0,41,18939,0,No,M,Lower,50,Private,Minivan,4,4,1,Yes
0,42,17631,89248,No,F,HighSchool,35,Private,SportsCar,2,0,1,No
0,50,42870,186519,Yes,M,HighSchool,28,Commercial,Pickup,2,6,12,No
0,40,0,0,No,F,Bachelors,31,Private,SUV,2,3,13,Yes
2,40,20126,138444,No,F,Lower,5,Private,SUV,0,0,1,No
1,36,95942,0,No,F,Masters,46,Private,SUV,2,6,19,Yes
1,45,107663,389586,Yes,F,Masters,47,Private,Minivan,1,5,19,No
0,45,0,97496,Yes,F,Masters,42,Private,SUV,0,0,10,No
0,48,0,0,No,F,Bachelors,24,Private,SportsCar,2,9,8,Yes
0,57,27145,162136,Yes,F,HighSchool,29,Private,SUV,0,0,5,No
0,51,57906,201076,Yes,F,Bachelors,51,Commercial,Minivan,2,5,17,No
0,52,61988,209789,Yes,F,Masters,24,Private,SUV,0,0,23,No
0,52,33255,185460,Yes,M,HighSchool,61,Private,Pickup,0,3,1,No
0,61,43251,166632,Yes,M,Masters,19,Private,SUV,0,0,19,No
0,35,2540,107045,Yes,F,HighSchool,35,Private,SportsCar,2,5,1,No
0,35,8344,0,No,F,HighSchool,33,Private,SUV,0,5,7,No
2,36,26011,133863,Yes,M,Lower,41,Private,Minivan,0,0,1,No
0,34,33538,0,No,M,Lower,29,Commercial,Van,3,6,1,Yes
0,28,0,0,No,F,HighSchool,39,Private,SportsCar,0,0,6,Yes
0,44,33833,172826,Yes,F,Lower,26,Private,Minivan,0,1,1,No
1,41,122572,315539,Yes,F,Masters,17,Private,Minivan,0,3,13,No
0,30,134792,304438,No,F,Bachelors,28,Commercial,Pickup,0,3,9,No
2,43,62638,0,No,F,Bachelors,36,Commercial,Pickup,2,4,11,Yes
0,43,44139,149105,No,F,HighSchool,40,Commercial,SUV,0,0,1,No
1,37,74246,237469,Yes,F,Bachelors,40,Commercial,Minivan,2,2,14,Yes
0,48,78890,211819,Yes,M,Masters,52,Private,Minivan,2,3,14,No
0,42,64705,0,No,M,Masters,46,Commercial,PanelTruck,4,6,19,No
0,49,117424,0,No,F,PhD,26,Commercial,Van,1,0,10,No
0,35,65102,233449,Yes,F,Bachelors,11,Commercial,SUV,2,5,11,No
0,32,42139,143454,Yes,M,HighSchool,50,Commercial,Van,2,2,7,Yes
1,55,41643,237816,Yes,F,Masters,45,Private,SUV,4,0,15,No
0,39,12179,107069,No,M,Lower,51,Private,Minivan,0,5,1,Yes
0,50,50710,203217,Yes,M,Bachelors,28,Private,Pickup,3,1,9,No
0,33,28853,181865,Yes,F,HighSchool,19,Private,SUV,2,0,1,Yes
0,48,66784,234860,Yes,F,Masters,15,Private,SportsCar,0,0,20,No
0,61,115440,0,No,M,Masters,11,Private,Van,2,3,15,No
0,58,77886,270550,Yes,M,Bachelors,34,Commercial,PanelTruck,1,8,8,No
0,44,0,0,No,M,HighSchool,40,Commercial,Minivan,1,0,7,Yes
0,28,12891,86839,Yes,F,Lower,10,Commercial,Pickup,2,4,5,Yes
0,34,62708,233154,Yes,F,Bachelors,48,Private,Pickup,3,1,1,Yes
0,47,0,0,Yes,M,HighSchool,52,Commercial,Minivan,0,5,1,No
0,33,249,0,No,F,HighSchool,30,Private,SUV,0,1,11,Yes
0,37,45147,199373,Yes,F,Masters,76,Private,SUV,1,1,17,No
0,25,26906,0,No,F,HighSchool,10,Private,SportsCar,2,8,8,Yes
0,55,141083,393624,Yes,F,Masters,42,Private,SportsCar,0,0,22,No
0,31,0,0,Yes,F,Lower,48,Private,SportsCar,1,7,1,Yes
2,40,96613,296274,No,F,Bachelors,30,Private,Minivan,2,3,5,Yes
0,41,17996,94434,No,F,HighSchool,27,Private,SUV,1,1,6,No
0,42,95538,0,No,M,PhD,19,Private,Minivan,2,5,19,No
0,45,38639,151007,Yes,F,HighSchool,98,Private,Minivan,0,0,9,No
0,52,47417,229556,No,M,Masters,61,Private,Minivan,0,0,13,No
2,44,0,0,Yes,M,Lower,16,Private,Minivan,0,0,6,No
0,49,106915,306616,Yes,M,HighSchool,24,Commercial,PanelTruck,0,0,12,No
0,36,0,0,Yes,M,Bachelors,35,Private,SUV,0,0,12,No
0,45,48319,205802,Yes,M,Bachelors,34,Commercial,Pickup,2,4,10,Yes
0,55,70628,0,No,M,Bachelors,51,Commercial,Van,3,5,11,No
0,37,22401,0,No,F,Lower,33,Private,SportsCar,3,6,4,Yes
0,55,8684,98652,No,F,Bachelors,38,Private,SUV,0,3,10,No
0,60,1007,0,Yes,F,Bachelors,24,Private,SUV,1,4,4,Yes
0,34,408,0,No,M,HighSchool,9,Commercial,Pickup,0,0,8,No
0,41,80392,0,No,F,PhD,40,Commercial,Pickup,0,4,14,No
0,48,111305,0,No,F,PhD,59,Private,SUV,0,4,18,No
1,45,0,69743,Yes,F,Masters,27,Private,Minivan,1,1,11,No
2,40,16575,158720,Yes,M,HighSchool,34,Private,Pickup,0,2,1,Yes
0,38,83458,232182,No,F,Bachelors,23,Private,SportsCar,2,3,9,No
1,39,70673,223484,Yes,M,HighSchool,55,Commercial,PanelTruck,0,0,9,No
0,51,0,90777,No,F,Bachelors,61,Private,SUV,0,0,1,No
0,54,107009,312734,Yes,M,Masters,25,Private,Pickup,0,0,15,Yes
0,41,0,0,No,F,HighSchool,31,Private,Pickup,0,0,8,No
0,46,79249,269116,Yes,M,Bachelors,24,Commercial,Minivan,0,0,12,No
0,38,31831,111405,No,M,HighSchool,28,Private,Pickup,0,0,5,No
0,44,32713,166614,Yes,F,HighSchool,84,Commercial,Pickup,0,1,6,No
0,50,5263,0,No,F,HighSchool,29,Commercial,SUV,3,2,7,Yes
0,37,14055,0,Yes,F,Lower,55,Private,SUV,0,0,7,Yes
1,37,35377,170101,Yes,F,HighSchool,47,Commercial,Minivan,0,0,7,No
0,56,69790,198028,Yes,M,HighSchool,44,Commercial,Minivan,3,6,1,No
0,50,78083,0,No,M,Masters,32,Commercial,Van,1,0,1,Yes
0,46,108980,0,No,F,Bachelors,40,Private,SportsCar,3,3,12,No
0,47,83689,223808,Yes,F,PhD,43,Commercial,Pickup,1,6,10,No
0,48,75723,257475,Yes,F,Bachelors,37,Private,Minivan,0,0,12,No
0,36,58839,170516,Yes,M,Masters,27,Commercial,Pickup,2,3,13,No
1,37,107961,333680,Yes,M,Bachelors,44,Commercial,PanelTruck,0,0,7,Yes
1,40,21733,0,Yes,M,HighSchool,30,Commercial,Minivan,0,0,1,No
0,49,114679,342865,Yes,M,Bachelors,39,Commercial,Van,0,0,11,No
0,42,134520,342728,No,M,Masters,36,Private,Pickup,1,2,12,Yes
0,52,24575,118811,Yes,M,Lower,43,Private,Minivan,0,0,1,No
0,40,32265,0,No,F,HighSchool,46,Private,Minivan,1,7,1,Yes
0,39,51524,0,No,F,Lower,41,Private,SUV,3,7,1,Yes
0,48,93303,295050,Yes,M,Masters,30,Private,Minivan,3,5,1,No
3,40,47456,165012,Yes,M,HighSchool,36,Commercial,PanelTruck,1,0,5,Yes
0,55,136339,407905,Yes,F,Masters,8,Private,Minivan,0,0,8,No
0,52,108078,316513,Yes,F,HighSchool,40,Commercial,SportsCar,0,0,1,No
0,65,98581,326554,No,F,Masters,13,Private,SportsCar,1,0,12,No
0,50,35097,159912,No,F,Lower,21,Private,SportsCar,0,0,1,Yes
0,46,71869,246071,No,M,Masters,20,Commercial,Pickup,3,7,15,Yes
0,42,78883,239377,Yes,M,Bachelors,34,Private,Minivan,0,3,1,Yes
0,48,37634,200492,No,M,Lower,19,Private,Minivan,0,1,1,No
0,37,82971,240550,Yes,F,Masters,40,Private,SUV,4,6,13,Yes
1,44,7113,0,Yes,F,Lower,28,Private,SUV,0,0,5,No
1,53,12824,0,No,F,HighSchool,48,Commercial,SUV,3,8,10,Yes
0,39,91164,258261,Yes,M,Bachelors,17,Private,Minivan,0,1,10,No
0,26,69789,206181,Yes,F,HighSchool,37,Private,SUV,3,5,7,Yes
0,47,49565,0,No,F,Lower,43,Private,Minivan,1,2,6,No
0,35,22543,150019,No,F,Lower,32,Private,SUV,1,0,6,Yes
0,52,67096,0,No,F,PhD,38,Private,SUV,0,0,15,No
0,52,12169,0,No,F,Lower,26,Private,SUV,1,2,4,No
0,39,30804,159351,Yes,F,HighSchool,39,Private,SUV,3,6,7,Yes
0,44,182620,470025,Yes,F,PhD,24,Private,SUV,0,2,18,No
